,date,RPI,W875RX1,DPCERA3M086SBEA,manufacturing_trade_sales,RETAILx,industrial_production,IPFPNSS,industrial_production_final,industrial_production_consumer_goods,industrial_production_durable_consumer_goods,industrial_production_nondurable_consumer_goods,industrial_production_business_equipment,industrial_production_materials,industrial_production_durable_materials,industrial_production_nondurable_materials,industrial_production_manufacturing_sic,industrial_production_residential_utilities,industrial_production_fuels,capacity_utilization_manufacturing,help_wanted_index,help_wanted_ratio,CLF16OV,CE16OV,unemployment_mean_duration,employment,employment_goods,CES1021000001,USCONS,employment_manufacturing,employment_durablegoods,employment_nondurablegoods,employment_services,employment_trade_transport_utilities,employment_wholesale_trade,employment_retail_trade,employment_finance,employment_government,average_weekly_hours_production_goods,average_weekly_overtime_hours_manufacturing,average_weekly_hours_production_manufacturing,housing_starts_total,housing_starts_northeast,housing_starts_midwest,housing_starts_south,housing_starts_west,new_private_permits_total,new_private_permits_northeast,new_private_permits_midwest,new_private_permits_south,new_private_permits_west,new_orders_consumer_goods,AMDMNOx,ANDENOx,AMDMUOx,BUSINVx,ISRATIOx,M1SL,M2SL,M2REAL,BOGMBASE,TOTRESNS,NONBORRES,BUSLOANS,REALLN,NONREVSL,CONSPI,S&P 500,S&P: indust,S&P div yield,S&P PE ratio,FEDFUNDS,CP3Mx,TB3MS,TB6MS,GS1,GS5,GS10,AAA,BAA,COMPAPFFx,TB3SMFFM,TB6SMFFM,T1YFFM,T5YFFM,T10YFFM,AAAFFM,BAAFFM,TWEXAFEGSMTHx,EXSZUSx,EXJPUSx,EXUSUKx,EXCAUSx,WPSFD49207,WPSFD49502,WPSID61,WPSID62,OILPRICEx,PPICMM,CPIAUCSL,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUSR0000SAD,CUSR0000SAS,CPIULFSL,CUSR0000SA0L2,CUSR0000SA0L5,PCEPI,DDURRG3M086SBEA,DNDGRG3M086SBEA,DSERRG3M086SBEA,CES0600000008,CES2000000008,CES3000000008,UMCSENTx,DTCOLNVHFNM,DTCTHFNM,INVEST,VIXCLSx
1,715145,0.0,0.0,0.0,0.008685159085360007,0.0,0.0,0.0,0.0,0.0,0.01611204441021226,0.0,0.0,0.01094693318742,0.013901303399794904,0.0,0.0008762312018172516,0.0005524895669175117,0.017652735957031488,0.610492986517772,0.0,0.09827222308276326,0.0029592510104759547,0.0019331386186463826,0.27164179104477615,0.0,0.15512208067940553,0.3203570905897848,0.026932565789473683,0.4397293972939729,0.3289597000937207,0.6612230715774844,0.0,0.0,0.0,0.0,0.0,0.0,0.5777777777777765,0.15625,0.5800000000000012,0.5848214285714286,0.8746518105849582,0.7401129943502824,0.28735632183908044,0.4787985865724382,0.0,0.0,0.0,0.0,0.0,0.0,0.005044789854575643,0.0,0.002652261795146897,0.0,0.6198050278936378,0.0,0.0,0.0,0.00032994485207472467,0.00021555853611802993,0.07846723468796003,2.7547322782085947e-05,0.0,0.0,0.43941771135291946,0.0004089988400879456,0.0003689452623585131,0.399742394835821,0.1479463960128117,0.12755905511811025,0.17853170189099,0.17249846531614488,0.1970284237726098,0.19856028794241154,0.23882503192848017,0.23129251700680267,0.14831460674157304,0.12196861626248216,0.72,0.8866459627329192,0.8934817170111288,0.8711111111111111,0.8278775079197467,0.7770270270270271,0.6591666666666666,0.5003885003885004,0.0,0.9896889885121882,0.9890522726304373,0.994197516537078,0.029605767755790744,0.00046389720038040233,0.001269685414277177,0.0008373315916836345,0.008729167506009702,0.0006106404091290746,0.0010348395998620115,0.0001540280253992318,0.001106194690265424,0.0,0.0,0.0005371925244287995,0.0032644178454842685,0.0,0.0,0.0,0.0,0.0,0.004148437779393696,0.00014771048744460167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002267651274082983,0.0
2,715176,0.0005061584807458467,0.0006744293758684442,0.001633230802732969,0.01033905710093095,0.00020379676842450885,0.005242183529915222,0.0036453337304184854,0.0022374528743733723,0.002904753666358264,0.017103632588783026,0.004816170497191045,0.0011170447709494572,0.01824450707320924,0.019836560162548107,0.006281445270888791,0.005259669062991651,0.0,0.01081881202874784,0.6528973171728177,0.0060963993141550776,0.11176219284395052,0.0,0.0,0.24776119402985078,0.0020994541419231,0.1675955414012739,0.3074784135811503,0.02425986842105263,0.45412054120541206,0.34751640112464854,0.6674774148714385,0.0011869800566885302,0.002349913277010015,0.0019700088209350995,0.002933522592855453,0.0003068425897514575,0.0007387012289302263,0.5555555555555556,0.18750000000000003,0.6,0.589781746031746,0.8635097493036211,0.7721280602636534,0.290491118077325,0.46819787985865724,0.0,0.0,0.0,0.0,0.0,0.0,0.007403350744555622,0.0,0.003517095832104601,0.00012912216742167888,0.5797845039023707,2.4318829583369817e-05,5.12746409609784e-05,0.0006276994814006733,0.00021996323471648311,0.00014370569074535387,0.0784226256858634,2.9915191931636133e-05,6.17997638261208e-05,0.0001623485116209901,0.45037455221523,0.0002250575627997174,0.00021982988548861413,0.4116698621551501,0.14760229366934718,0.12493438320209975,0.17630700778642935,0.16513198281154085,0.1996124031007752,0.20935812837432516,0.23563218390804597,0.22721088435374148,0.14981273408239698,0.12339514978601994,0.722,0.8757763975155279,0.9077901430842608,0.9051851851851852,0.8278775079197467,0.7760617760617761,0.6649999999999999,0.5058275058275058,0.0,0.9899971980947043,0.9890522726304373,0.9958222119066961,0.04141739530602857,0.0009277944007608047,0.001269685414277177,0.0012559973875254369,0.008057693082470485,0.0006106404091290746,0.0010348395998620115,0.00011552101904942043,0.0,0.0004224685683385066,0.00019232359598966427,0.0005371925244287995,0.0032644178454842685,0.00029948817470942584,0.0,0.0,0.0,0.00014215179916790986,0.004541824120543114,0.00022156573116688375,0.0001442169022209357,0.00039261876717708007,0.0003412969283276378,0.0004389815627743541,0.0,0.0,0.0,0.0021498432899486517,0.0
3,715204,0.0013383209060552576,0.0020557907481290826,0.003130359038571489,0.009568113299683243,0.00043761011490793387,0.00917260545760907,0.005301778918243204,0.0035173222905952773,0.002904753666358264,0.020821330163485727,0.0024080852485955694,0.0020311768220383705,0.024420257836163438,0.025147611778368956,0.011766881823140894,0.009057811863577158,0.001381223917293743,0.023346466775959217,0.6881043170366334,0.015907791960373403,0.134907124329398,0.004320300255712282,0.006125107688428485,0.24179104477611946,0.0053586067622418175,0.19134819532908706,0.3073320649787794,0.031044407894736843,0.47183271832718326,0.3711340206185567,0.6737317581653927,0.0026911703009403747,0.005539081295809321,0.004616289326668707,0.007693399574166092,0.001841055538508745,0.0018131757437378283,0.6222222222222216,0.24999999999999994,0.6200000000000003,0.566468253968254,0.8189415041782729,0.6666666666666666,0.2852664576802508,0.5212014134275619,0.0,0.0,0.0,0.0,0.0,0.0,0.008593986048745561,0.0,0.004420956677010259,0.000322805416345103,0.5597742438436281,3.891012733339087e-05,0.0001211946059077693,0.001554303477754028,0.00020425157509387716,9.580379383023534e-05,0.07835571218271847,0.0,0.00010155733976181539,0.00030749992183002245,0.45527289864189513,0.0005258556515416442,0.00044427158675670983,0.3984491689488266,0.15484293993449222,0.1443569553805774,0.18131256952169078,0.1712707182320442,0.1996124031007752,0.21355728854229156,0.23754789272030652,0.2292517006802721,0.149063670411985,0.12054208273894433,0.666,0.8338509316770186,0.848966613672496,0.8607407407407408,0.7919746568109821,0.7432432432432432,0.6333333333333333,0.4739704739704739,0.0,0.9926590081255253,0.9890522726304373,0.9977950562840896,0.033747507286393655,0.0009277944007608047,0.0008464569428514413,0.0012559973875254369,0.008393430294240093,0.0003816502557056733,0.0024146257330113683,0.0,0.0,0.0012674057050155497,0.0003846471919793354,0.0,0.00544069640914037,0.00029948817470942584,0.0,0.0,0.0,0.00024639645189109086,0.005388200793925139,8.440599282548131e-05,0.0003138838460102736,0.0007852375343541428,0.0,0.0013169446883230817,0.0,8.721420654013884e-05,5.7647503061704095e-05,0.001821050490815793,0.0
4,715235,0.0021842159055304087,0.003388398189604059,0.002549654753155332,0.01409239652308639,0.00045498813699103053,0.01507006192876368,0.0092784016862266,0.007353452633238576,0.009198177665114564,0.022060562688386604,0.010837044091869169,0.004266291175653769,0.03115692016053516,0.029365242813679006,0.023243454584190776,0.01431634000052482,0.0022099582676700104,0.021068974448388168,0.7396942666485086,0.022099447513812154,0.1588487462380735,0.007114575600098985,0.01138870794898195,0.22985074626865673,0.008427808769719873,0.21788747346072188,0.3089418996048588,0.04584703947368421,0.4873308733087331,0.39212746016869726,0.6785962473940236,0.003786057077368588,0.007329491411626476,0.008291678917965385,0.0042678022237993335,0.0032218471923903037,0.0024847223154925795,0.6666666666666666,0.28124999999999994,0.6400000000000006,0.5515873015873016,0.6657381615598886,0.6252354048964218,0.31974921630094044,0.5459363957597173,0.0,0.0,0.0,0.0,0.0,0.0,0.009194170054286068,0.0,0.005027433259591703,0.0008306859365297752,0.5597742438436281,3.891012733339087e-05,0.00016314658487584543,0.0019578245729401774,0.0002670982135843009,0.00016765663920291228,0.07840032118481509,0.00014263910355809075,0.0001636632450864136,0.00044139226957354744,0.45619312931845374,0.0007292730640721577,0.0006179833144505102,0.39061070500627776,0.15825155905057053,0.15275590551181104,0.18520578420467185,0.1804788213627993,0.208656330749354,0.2201559688062388,0.24584929757343552,0.23809523809523808,0.1565543071161049,0.12125534950071329,0.6479999999999999,0.8322981366459627,0.8457869634340222,0.8533333333333333,0.7888067581837382,0.7403474903474904,0.6283333333333333,0.4623154623154622,0.0,0.9926029700196134,0.9890522726304373,1.0,0.024236846142046384,0.0009277944007608047,0.001269685414277177,0.0012559973875254369,0.009064904717779298,0.0003816502557056733,0.0017247326664367021,3.850700634981137e-05,0.001106194690265424,0.0016898742733540565,0.0003846471919793354,0.0,0.00544069640914037,0.0005989763494188517,0.00038724867560953487,0.0,0.0,0.0005496536234493592,0.006079607090490755,0.0002004642329605228,0.0006532177335889644,0.0011778563015312229,0.0006825938566552907,0.0017559262510974554,0.0,0.00039246392943062476,0.0002102438346956267,0.0018505591001790275,0.0
5,715265,0.0029395074846475314,0.004647874734900523,0.004473237698596347,0.01565679529735619,0.000676162927498636,0.019328728186948523,0.011598579266385236,0.0099120321636749,0.011133844329273923,0.02602691540266974,0.010837044091869169,0.0071101436888507796,0.03761312670419812,0.03436313028265453,0.026675656882783,0.017822405733837896,0.005248650885716216,0.01138890858342575,0.771142584774615,0.02838635930653458,0.17556417036299213,0.0054545079600758885,0.010663780966989557,0.22388059701492535,0.010717213524483635,0.23235138004246284,0.31596663251865936,0.04625822368421053,0.4998769987699877,0.4076850984067479,0.6851980542043086,0.005013967480839481,0.009791305320875063,0.011379006174654593,0.010030754672344452,0.004449217551396134,0.003223423544422806,0.6888888888888877,0.28124999999999994,0.6800000000000012,0.5059523809523809,0.6239554317548747,0.5574387947269304,0.26854754440961337,0.5600706713780919,0.0,0.0,0.0,0.0,0.0,0.0,0.006881028463131094,0.0,0.004914255518997651,0.0010501936162866335,0.5397639818479949,8.75477865001305e-05,0.0002610345358013511,0.0027349763118172,0.0002670982135843009,0.00014370569074535387,0.07835571218271847,0.00039219917181275047,0.00022338124672288283,0.0006011728217491156,0.46396083283155487,0.0009153783563873075,0.0007978441298502857,0.38384964753759543,0.1610066577519947,0.14960629921259844,0.19299221357063404,0.17372621240024555,0.21253229974160207,0.2345530893821236,0.26053639846743293,0.25102040816326526,0.16704119850187266,0.12838801711840228,0.688,0.8245341614906833,0.8648648648648648,0.8977777777777779,0.8194297782470962,0.7644787644787645,0.6449999999999999,0.47474747474747464,0.0,0.9926590081255253,0.9890522726304373,0.9988395033074154,0.023316459579690127,0.001391691601141174,0.0008464569428514413,0.0020933289792090565,0.008393430294240093,0.0003816502557056733,0.0024146257330113683,0.00026954904444863857,0.0022123893805309266,0.0016898742733540565,0.0005769707879689996,0.0005371925244287995,0.00652883569096846,0.0008984645241282669,0.0007744973512190697,0.0,0.0,0.0006349447029501253,0.007212082921072358,0.0,0.0008059179829993625,0.0015704750687082856,0.0010238907849829284,0.0017559262510974554,0.8481818181818181,0.0007549479753630768,0.00039335943265633385,0.001662707362650617,0.0
6,715296,0.0033479068742056804,0.005216670594066669,0.005072088992931749,0.01564489725325656,0.0009352534011663868,0.019655756797696957,0.013587467808979004,0.011829517683992806,0.009198177665114564,0.027513792273900727,0.007225576692165388,0.009243801682535888,0.035928102585001,0.03326970970214375,0.025519103038646223,0.01811448280111033,0.006353630019551203,0.01138890858342575,0.766127604521313,0.03429224614212231,0.18916885155970625,0.006485605873133713,0.012239709188712151,0.22985074626865673,0.012026873013016616,0.24349787685774946,0.3232840626372018,0.04893092105263158,0.5081180811808118,0.4168697282099344,0.6914523974982627,0.005494899055532248,0.010854361327141498,0.013554836812702253,0.011118996924532765,0.005523166615526235,0.0025518769726680544,0.6666666666666666,0.28124999999999994,0.6600000000000008,0.5084325396825397,0.6072423398328691,0.5348399246704332,0.30094043887147337,0.5459363957597173,0.0,0.0,0.0,0.0,0.0,0.0,0.009340160761133249,0.0,0.005198370668092594,0.0014375601141334946,0.5597742438436281,0.00011186661608350033,0.0003495998247339545,0.003347730567470218,0.00029852153282951277,0.0001197547422877946,0.07828879867957354,0.0006703404212105707,0.00027401705057116736,0.0007975012544070554,0.47626968986050994,0.0008071776050412901,0.0007455768843494958,0.3913329647663898,0.15613045528110764,0.1753280839895013,0.20800889877641826,0.19643953345610807,0.22480620155038758,0.24115176964607085,0.27011494252873564,0.2530612244897959,0.17378277153558053,0.1340941512125535,0.6439999999999999,0.8059006211180124,0.8171701112877583,0.8414814814814814,0.7835269271383316,0.7200772200772201,0.6116666666666667,0.4428904428904428,0.0,0.9894928551414961,0.9890522726304373,0.9976790066148311,0.01718054916398219,0.0009277944007608047,0.001269685414277177,0.0020933289792090565,0.007721955870700888,0.0003816502557056733,0.0027595722662987136,0.0005390980888972771,0.003318584070796429,0.002112342841692578,0.0007692943839586707,0.0005371925244287995,0.00652883569096846,0.0008984645241282669,0.001161746026828591,0.00042070366895670294,0.0004049861899709134,0.0010708768870651296,0.008571053917770348,0.00042202996412744404,0.0011622185649569781,0.0015704750687082856,0.0017064846416382192,0.0021949078138718096,0.8481818181818181,0.0013082130981020826,0.0007098555278970622,0.0013083427580010945,0.0
7,715326,0.0032702467996130677,0.005070408801709645,0.004518605220894476,0.01845836559837811,0.0009257744841845195,0.012775998774554483,0.013918756846543914,0.014068129860373665,0.014522514661672004,0.031479134194933506,0.011439395640612754,0.009446714402396432,0.02077089853453268,0.018431037008571145,0.02734172888411279,0.013440108798707528,0.009116077854138689,0.0,0.7052260656407461,0.034863783577824346,0.18245267192384623,0.009176771426214633,0.013941711668172554,0.2119402985074627,0.013256553296143003,0.25238853503184716,0.33835796868139895,0.04625822368421053,0.5166051660516605,0.4275538894095595,0.6956219596942321,0.0060679239104853315,0.011357914172215072,0.014201705380770415,0.011459664064348186,0.006443694384780607,0.004566516687932308,0.5999999999999991,0.24999999999999994,0.6,0.5302579365079365,0.6545961002785515,0.5875706214689266,0.3166144200626959,0.5176678445229682,0.0,0.0,0.0,0.0,0.0,0.0,0.0051388727568434074,0.0,0.004900205865845014,0.0017388451655598403,0.6198050278936378,0.00013618544566687015,0.0004008744656949329,0.00370641598541347,0.0003770798309425425,0.00016765663920291228,0.07833340768167016,0.0008451291847709979,0.0003154277905986437,0.0009977110079201457,0.49669264251597417,0.0013005730311791293,0.0011268203221199602,0.3703291202474225,0.16169152609752932,0.17952755905511814,0.21635150166852057,0.19582565991405773,0.2441860465116279,0.26034793041391724,0.2752234993614304,0.2571428571428571,0.1745318352059925,0.1369472182596291,0.658,0.7919254658385092,0.8521462639109697,0.8770370370370371,0.7835269271383316,0.7181467181467182,0.6058333333333333,0.43978243978243975,0.0,0.9889604931353319,0.9890522726304373,0.9972148079377974,0.014572787237306435,0.00046389720038040233,0.0008464569428514413,0.0016746631833672542,0.006714744235392075,0.0003816502557056733,0.0017247326664367021,0.0006931261142964952,0.004424778761061931,0.0025348114100310847,0.0007692943839586707,0.0005371925244287995,0.007616974972796549,0.0011979526988376928,0.001161746026828591,0.0008414073379133909,0.0008099723799418411,0.0013930876318457791,0.008892915469619872,0.0006119434479848052,0.0015100357997251312,0.0015704750687082856,0.002047781569965857,0.0021949078138718096,0.8481818181818181,0.0017878912340728462,0.0010184392207567723,0.001360810249973979,0.0
8,715357,0.002529634868742108,0.003973445359032079,0.005489470198074606,0.006515813412954226,0.001109033591531974,0.003276364706197019,0.011929868303950188,0.013428195152262732,0.015006431327711867,0.02577826026308927,0.01746026923529097,0.008634038711237791,0.0025263914613234397,0.002342892447754656,0.025919448600078176,0.003506065733313077,0.010497301771432432,0.007971223146498879,0.5856495982568434,0.026767003238712134,0.16512876922425637,0.008073496659242762,0.012187178247988066,0.19402985074626863,0.008577769779857237,0.18869426751592358,0.25303673349919503,0.04584703947368421,0.46482164821648214,0.3450796626054358,0.702223766504517,0.0061907149508324206,0.012868572707435797,0.026168773890032342,0.013125147859001639,0.007057379564283523,0.005103753945336109,0.6222222222222216,0.28124999999999994,0.6200000000000003,0.4722222222222222,0.5403899721448467,0.5480225988700564,0.2549634273772205,0.5247349823321554,0.0,0.0,0.0,0.0,0.0,0.0,0.0027348924990510315,0.0,0.004889278364202328,0.0018034062514797676,0.679835813880538,0.0001459129775002189,0.00045681043765236507,0.004169717983590139,0.0003613681713199365,0.00014370569074535387,0.07831110318062184,0.0009867010796983057,0.0003491441742977026,0.0011980000919881862,0.5272528895966035,0.001226996520263837,0.0010514939977217634,0.3758714901392648,0.15719893001120222,0.18110236220472442,0.21579532814238045,0.2068753836709638,0.24741602067183463,0.26214757048590287,0.2745849297573436,0.2591836734693877,0.17153558052434453,0.137660485021398,0.65,0.8152173913043478,0.8553259141494436,0.8770370370370371,0.7793030623020064,0.7181467181467182,0.6,0.43822843822843816,0.0,0.9903054076772204,0.9890522726304373,0.9959382615759544,0.010431047706703526,0.0,0.0,0.0016746631833672542,0.005707532600083261,0.0003816502557056733,0.0006898930665746662,0.0008086471333459156,0.005530973451327434,0.0025348114100310847,0.0009616179799483419,0.0005371925244287995,0.00652883569096846,0.001497440873547108,0.0015489947024381258,0.0008414073379133909,0.0008099723799418411,0.0016110537239032814,0.005721983143991284,0.0009706689174931288,0.0017984696041670177,0.0015704750687082856,0.0027303754266211474,0.0013169446883230817,0.8481818181818181,0.002270294813997989,0.0013258925704191943,0.0010657415758276757,0.0
9,715388,0.002624184431101808,0.003973445359032079,0.007122701000807543,0.009782017324715115,0.000731456632741878,0.0029493360954485825,0.010604712153690422,0.012469452392103739,0.01355468132959237,0.019829741984914925,0.020470706032630032,0.00792281938000942,0.0022459356806146793,0.0018747385875553745,0.02642514825662381,0.002921911598768256,0.014916198953327886,0.0045549846551422015,0.5713945253983386,0.023623547342350924,0.14807718675130954,0.009238637300998102,0.011409720325271586,0.19402985074626863,0.009497530642033071,0.1890923566878981,0.23181618615542215,0.03885690789473684,0.4712177121771218,0.35388940955951265,0.703961084086171,0.00710141516674,0.012141218597885079,0.02108203469567782,0.012689850958126279,0.007977907333537895,0.008998724061513665,0.6222222222222216,0.24999999999999994,0.6200000000000003,0.5267857142857143,0.5738161559888579,0.5706214689265536,0.3448275862068966,0.5247349823321554,0.0,0.0,0.0,0.0,0.0,0.0,0.004055297297442662,0.0,0.005450483843999369,0.0016355474333897713,0.6598255518849044,0.00010213908425015295,0.0004707944306417238,0.003960484823123253,0.0003613681713199365,0.00014370569074535387,0.07833340768167016,0.0010438967922543328,0.0003797379147122852,0.0013875766129692647,0.5428407811060022,0.0007184529889375551,0.0006625642003188305,0.40253305902151165,0.14396017786921095,0.19475065616797899,0.25250278086763067,0.2473910374462861,0.30103359173126615,0.2969406118776245,0.2956577266922095,0.27619047619047615,0.1782771535580524,0.1440798858773181,0.73,0.8773291925465838,0.9459459459459458,0.9244444444444445,0.7866948257655755,0.7171814671814672,0.5858333333333333,0.42501942501942497,0.0,0.9933034463435135,0.9899571618260393,0.9925728211674597,0.005982512655315256,0.0018555888015215764,0.0021161423571286484,0.0016746631833672542,0.006379007023622466,0.0003816502557056733,0.0024146257330113683,0.0010781961777945543,0.006637168141592858,0.0029572799783696064,0.0011539415759380062,0.0016115775732864746,0.007616974972796549,0.0017969290482565338,0.0015489947024381258,0.001262111006870094,0.0012149585699127545,0.002018555548184697,0.006878300571006213,0.0014665541253428924,0.002086903408608889,0.0015704750687082856,0.0030716723549488005,0.0017559262510974554,0.8481818181818181,0.0024992321061658536,0.001536136405114821,0.0009939907128010132,0.0
10,715418,0.002792132234692324,0.004192838047567615,0.00600665995227339,0.010142221207443396,0.0009399928520409771,0.0009835172717303797,0.00994213407856052,0.01119074227788932,0.011619014665433011,0.02429138339185828,0.013848801835587097,0.007212624860497517,0.0,0.0,0.019237657767757432,0.0008762312018172516,0.015468688520245398,0.0017088427184634354,0.540916519133869,0.018670222899599923,0.13286219775226196,0.012084467541037697,0.012891092853690824,0.1701492537313433,0.00879771259472537,0.17223991507430997,0.23635299282891847,0.031661184210526314,0.45940959409594095,0.3407685098406748,0.6949270326615705,0.0076846726083886745,0.012309069546242937,0.022287562481623106,0.013626685592618879,0.009051856397667996,0.010744745148076018,0.533333333333333,0.24999999999999994,0.5600000000000008,0.4350198412698413,0.6072423398328691,0.4632768361581921,0.2225705329153605,0.4840989399293286,0.0,0.0,0.0,0.0,0.0,0.0,0.004996126285626585,0.0,0.005941441074400164,0.0017603655260604286,0.679835813880538,7.782025466678313e-05,0.0004614717686488189,0.003332785341722597,0.0003613681713199365,0.00014370569074535387,0.07833340768167016,0.0010941889989799804,0.00041825051522083534,0.0015880184818098,0.5591163644510467,0.000707632913802954,0.0006364305775684356,0.4053571692774265,0.13999863945836646,0.2062992125984252,0.2580645161290323,0.2480049109883364,0.2900516795865633,0.2849430113977205,0.2841634738186462,0.26598639455782314,0.18202247191011237,0.15121255349500715,0.706,0.84472049689441,0.8839427662957074,0.8622222222222222,0.7444561774023232,0.6814671814671814,0.5716666666666667,0.4156954156954156,0.0,0.9971420565984869,0.9904101302886774,0.9940814668678193,0.0,0.00046389720038040233,0.00042322847142573574,0.0016746631833672542,0.005707532600083261,0.0003816502557056733,0.0034494653328734043,0.0014632662412926132,0.006637168141592858,0.0033797485467081277,0.0011539415759380062,0.0016115775732864746,0.007616974972796549,0.0020964172229659597,0.0019362433780476468,0.001262111006870094,0.0012149585699127545,0.00238815022602135,0.0064014686423402795,0.0019202363367798966,0.0024177539489981174,0.0015704750687082856,0.003754266211604091,0.0013169446883230817,0.8481818181818181,0.0026981895148355454,0.0017022968551162034,0.0008774369316620489,0.0
